Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    2549/1835108     Robot::getTime() [43]
                0.00    0.00    2550/3679371     Robot::getX() [40]
                0.00    0.00    2550/3679386     Robot::getY() [39]
                0.00    0.00    2550/53548       std::vector<float, std::allocator<float> >::size() const [205]
                0.00    0.00    2550/2550        Robot::setLastX(double) [493]
                0.00    0.00    2550/2550        Robot::setLastY(double) [494]
                0.00    0.00    2550/2550        Robot::setLastTime(double) [492]
                0.00    0.00    2549/2549        Robot::setTime(double) [533]
                0.00    0.00    2549/1840977     Robot::getTheta() [164]
                0.00    0.00    2549/2549        Robot::setLastTheta(double) [532]
-----------------------------------------------
                0.00    0.21    2550/2550        void boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >::operator()<sensor_msgs::LaserScan_<std::allocator<void> > >(sensor_msgs::LaserScan_<std::allocator<void> >&) [6]
[5]     37.5    0.00    0.21    2550         void boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> >::operator()<boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&> >(boost::_bi::type<void>, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >&, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>&, int) [5]
                0.00    0.21    2550/2550        boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(Robot*, sensor_msgs::LaserScan_<std::allocator<void> >) const [7]
                0.00    0.00    2550/2550        Robot*& boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>::operator[]<Robot*>(boost::_bi::value<Robot*>&) const [527]
                0.00    0.00    2550/2550        boost::_bi::unwrapper<boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > > >::unwrap(boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >&, long) [507]
                0.00    0.00    2550/12750       sensor_msgs::LaserScan_<std::allocator<void> >::~LaserScan_() [291]
                0.00    0.00    2549/2549        boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>::operator[](boost::arg<1> (*)()) const [536]
                0.00    0.00    2549/10199       sensor_msgs::LaserScan_<std::allocator<void> >::LaserScan_(sensor_msgs::LaserScan_<std::allocator<void> > const&) [308]
-----------------------------------------------
                0.00    0.21    2550/2550        boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >, void, sensor_msgs::LaserScan_<std::allocator<void> > >::invoke(boost::detail::function::function_buffer&, sensor_msgs::LaserScan_<std::allocator<void> >) [9]
[6]     37.5    0.00    0.21    2550         void boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >::operator()<sensor_msgs::LaserScan_<std::allocator<void> > >(sensor_msgs::LaserScan_<std::allocator<void> >&) [6]
                0.00    0.21    2550/2550        void boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> >::operator()<boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&> >(boost::_bi::type<void>, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >&, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>&, int) [5]
                0.00    0.00    2550/2550        boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>::list1(sensor_msgs::LaserScan_<std::allocator<void> >&) [505]
-----------------------------------------------
                0.00    0.21    2550/2550        void boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> >::operator()<boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&> >(boost::_bi::type<void>, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >&, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>&, int) [5]
[7]     37.5    0.00    0.21    2550         boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(Robot*, sensor_msgs::LaserScan_<std::allocator<void> >) const [7]
                0.03    0.18    2550/2550        Robot::laserCallback(sensor_msgs::LaserScan_<std::allocator<void> >) [4]
                0.00    0.00    2550/10199       sensor_msgs::LaserScan_<std::allocator<void> >::LaserScan_(sensor_msgs::LaserScan_<std::allocator<void> > const&) [308]
                0.00    0.00    2550/12750       sensor_msgs::LaserScan_<std::allocator<void> >::~LaserScan_() [291]
-----------------------------------------------
                0.00    0.21    2550/2550        ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>::call(ros::SubscriptionCallbackHelperCallParams&) [3]
[8]     37.5    0.00    0.21    2550         boost::function1<void, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(sensor_msgs::LaserScan_<std::allocator<void> >) const [8]
                0.00    0.21    2549/2549        boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >, void, sensor_msgs::LaserScan_<std::allocator<void> > >::invoke(boost::detail::function::function_buffer&, sensor_msgs::LaserScan_<std::allocator<void> >) [9]
                0.00    0.00    2550/38652       boost::function_base::empty() const [214]
                0.00    0.00    2550/2550        boost::function1<void, sensor_msgs::LaserScan_<std::allocator<void> > >::get_vtable() const [528]
                0.00    0.00    2550/10199       sensor_msgs::LaserScan_<std::allocator<void> >::LaserScan_(sensor_msgs::LaserScan_<std::allocator<void> > const&) [308]
                0.00    0.00    2550/12750       sensor_msgs::LaserScan_<std::allocator<void> >::~LaserScan_() [291]
-----------------------------------------------
                0.00    0.21    2549/2549        boost::function1<void, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(sensor_msgs::LaserScan_<std::allocator<void> >) const [8]
[9]     37.5    0.00    0.21    2549         boost::detail::function::void_function_obj_invoker1<boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >, void, sensor_msgs::LaserScan_<std::allocator<void> > >::invoke(boost::detail::function::function_buffer&, sensor_msgs::LaserScan_<std::allocator<void> >) [9]
                0.00    0.21    2550/2550        void boost::_bi::bind_t<void, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> > >::operator()<sensor_msgs::LaserScan_<std::allocator<void> > >(sensor_msgs::LaserScan_<std::allocator<void> >&) [6]
-----------------------------------------------
                0.10    0.06    2549/2549        Robot::laserCallback(sensor_msgs::LaserScan_<std::allocator<void> >) [4]
[10]    28.6    0.10    0.06    2549         Robot::changeToPicture(int, double, double, double) [10]
                0.01    0.00 3676846/3676846     Robot::getLastY() [41]
                0.01    0.00 3676829/3676829     Robot::getLastX() [42]
                0.01    0.00 1819086/1819086     cv::Mat::MStep::operator unsigned long() const [44]
                0.01    0.00 3676836/3679386     Robot::getY() [39]
                0.01    0.00 3676821/3679371     Robot::getX() [40]
                0.01    0.00 1832559/1835108     Robot::getTime() [43]
                0.00    0.00 1838428/1840977     Robot::getTheta() [164]
                0.00    0.00 1838427/1838427     Robot::getLastTheta() [165]
                0.00    0.00 1832555/1832555     Robot::getLastTime() [166]
                0.00    0.00 1819073/1819073     cv::Mat::elemSize() const [167]
                0.00    0.00    2549/15821       cv::Scalar_<double>::all(double) [273]
-----------------------------------------------
                0.00    0.10    2205/2205        Robot::followHuman(cv::Mat, bool) [2]
[11]    17.9    0.00    0.10    2205         Robot::checkCollision() [11]
                0.10    0.00    2203/2203        Robot::checkCondition(double) [12]
-----------------------------------------------
                0.10    0.00    2203/2203        Robot::checkCollision() [11]
[12]    17.9    0.10    0.00    2203         Robot::checkCondition(double) [12]
-----------------------------------------------
                0.01    0.08    2204/2204        Robot::followHuman(cv::Mat, bool) [2]
[13]    15.8    0.01    0.08    2204         Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
                0.02    0.02 2009192/2009192     cv::Rect_<int>::tl() const [28]
                0.02    0.00 1554607/1554607     unsigned char& cv::Mat::at<unsigned char>(int, int) [31]
                0.01    0.00  405350/405350      std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::operator[](unsigned long) [46]
                0.00    0.01   74211/74211       cv::Mat::Mat<cv::Point_<int> >(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&, bool) [62]
                0.00    0.00    2203/2029873     cv::Point_<int>::Point_(int, int) [33]
                0.00    0.00  173327/247541      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [169]
                0.00    0.00  157829/157829      cv::_InputArray::_InputArray<cv::Point_<int> >(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > const&) [173]
                0.00    0.00  103868/769618      cv::Point_<float>::Point_() [168]
                0.00    0.00   90308/90308       std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::size() const [178]
                0.00    0.00   74208/175830      cv::Mat::~Mat() [171]
                0.00    0.00   14134/14886       Robot::localToWorld(Pose, Pose*) [275]
                0.00    0.00   14134/16339       Object::setX(double) [269]
                0.00    0.00   14133/14133       cv::Rect_<int>::Rect_(cv::Rect_<int> const&) [276]
                0.00    0.00   14133/14133       cv::Point_<float>::operator=(cv::Point_<float> const&) [277]
                0.00    0.00   14133/16337       Object::setY(double) [271]
                0.00    0.00   14133/16338       Object::setTheta(double) [270]
                0.00    0.00    2205/2206        std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::vector() [551]
                0.00    0.00    2205/2205        std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::vector() [569]
                0.00    0.00    2205/2205        std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~vector() [570]
                0.00    0.00    2205/2205        std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::~vector() [571]
                0.00    0.00    2204/2204        cv::_OutputArray::_OutputArray<cv::Vec<int, 4> >(std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >&) [574]
                0.00    0.00    2204/2204        cv::_OutputArray::_OutputArray<cv::Point_<int> >(std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >&) [573]
-----------------------------------------------
                                                 <spontaneous>
[14]    10.8    0.00    0.06                 ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>::deserialize(ros::SubscriptionCallbackHelperDeserializeParams const&) [14]
                0.00    0.05    2550/2550        void ros::serialization::deserialize<sensor_msgs::LaserScan_<std::allocator<void> >, ros::serialization::IStream>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [16]
                0.00    0.00    2550/2550        boost::function0<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > >::operator()() const [75]
                0.00    0.00    2550/11756       boost::shared_ptr<std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > > >::operator=(boost::shared_ptr<std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > > > const&) [38]
                0.00    0.00    2550/2550        ros::serialization::PreDeserializeParams<sensor_msgs::LaserScan_<std::allocator<void> > >::~PreDeserializeParams() [101]
                0.00    0.00    2550/2550        boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::operator=(boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > const&) [111]
                0.00    0.00    2550/17848       boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::~shared_ptr() [85]
                0.00    0.00    2550/2550        boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::operator!() const [526]
                0.00    0.00    2550/2550        ros::serialization::PreDeserializeParams<sensor_msgs::LaserScan_<std::allocator<void> > >::PreDeserializeParams() [491]
                0.00    0.00    2550/2550        boost::shared_ptr<void const>::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >(boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > const&, boost::detail::sp_enable_if_convertible<sensor_msgs::LaserScan_<std::allocator<void> >, void const>::type) [499]
                0.00    0.00    2549/2549        ros::serialization::PreDeserialize<sensor_msgs::LaserScan_<std::allocator<void> > >::notify(ros::serialization::PreDeserializeParams<sensor_msgs::LaserScan_<std::allocator<void> > > const&) [531]
                0.00    0.00    2549/5877        ros::serialization::IStream::IStream(unsigned char*, unsigned int) [361]
                0.00    0.00    2549/2549        boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::operator*() const [535]
-----------------------------------------------
                0.00    0.05    2550/2550        void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::read<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> > >(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [17]
[15]     9.4    0.00    0.05    2550         void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::allInOne<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> >&>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [15]
                0.00    0.05    5100/5100        void ros::serialization::deserialize<float, std::allocator<float>, ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [18]
                0.00    0.00    2550/5880        void ros::serialization::deserialize<std_msgs::Header_<std::allocator<void> >, ros::serialization::IStream>(ros::serialization::IStream&, std_msgs::Header_<std::allocator<void> >&) [67]
                0.00    0.00   17845/17845       void ros::serialization::deserialize<float, ros::serialization::IStream>(ros::serialization::IStream&, float&) [264]
-----------------------------------------------
                0.00    0.05    2550/2550        ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>::deserialize(ros::SubscriptionCallbackHelperDeserializeParams const&) [14]
[16]     9.4    0.00    0.05    2550         void ros::serialization::deserialize<sensor_msgs::LaserScan_<std::allocator<void> >, ros::serialization::IStream>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [16]
                0.00    0.05    2549/2549        void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::read<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> > >(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [17]
-----------------------------------------------
                0.00    0.05    2549/2549        void ros::serialization::deserialize<sensor_msgs::LaserScan_<std::allocator<void> >, ros::serialization::IStream>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [16]
[17]     9.4    0.00    0.05    2549         void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::read<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> > >(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [17]
                0.00    0.05    2550/2550        void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::allInOne<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> >&>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [15]
-----------------------------------------------
                0.00    0.05    5100/5100        void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::allInOne<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> >&>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [15]
[18]     8.9    0.00    0.05    5100         void ros::serialization::deserialize<float, std::allocator<float>, ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [18]
                0.00    0.05    5100/5100        void ros::serialization::VectorSerializer<float, std::allocator<float>, void>::read<ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [19]
-----------------------------------------------
                0.00    0.05    5100/5100        void ros::serialization::deserialize<float, std::allocator<float>, ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [18]
[19]     8.9    0.00    0.05    5100         void ros::serialization::VectorSerializer<float, std::allocator<float>, void>::read<ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [19]
                0.00    0.05    5100/5100        std::vector<float, std::allocator<float> >::resize(unsigned long, float) [22]
                0.00    0.00    5100/31942       void ros::serialization::deserialize<unsigned int, ros::serialization::IStream>(ros::serialization::IStream&, unsigned int&) [217]
                0.00    0.00    5100/5100        std::vector<float, std::allocator<float> >::front() [376]
-----------------------------------------------
                0.00    0.05    5100/5100        std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [21]
[20]     8.9    0.00    0.05    5100         std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [20]
                0.00    0.04    5100/5100        void std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [26]
                0.00    0.01   10200/10200       float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [49]
                0.00    0.00   20400/66299       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [201]
                0.00    0.00   10200/20398       __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [250]
                0.00    0.00    5100/10199       std::vector<float, std::allocator<float> >::begin() [311]
                0.00    0.00    5100/25498       std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [238]
                0.00    0.00    5100/30600       std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [221]
                0.00    0.00    5099/5099        std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [381]
                0.00    0.00    5099/5099        __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [380]
                0.00    0.00    5099/30599       void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [223]
-----------------------------------------------
                0.00    0.05    5100/5100        std::vector<float, std::allocator<float> >::resize(unsigned long, float) [22]
[21]     8.9    0.00    0.05    5100         std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [21]
                0.00    0.05    5100/5100        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [20]
-----------------------------------------------
                0.00    0.05    5100/5100        void ros::serialization::VectorSerializer<float, std::allocator<float>, void>::read<ros::serialization::IStream>(ros::serialization::IStream&, std::vector<float, std::allocator<float> >&) [19]
[22]     8.9    0.00    0.05    5100         std::vector<float, std::allocator<float> >::resize(unsigned long, float) [22]
                0.00    0.05    5100/5100        std::vector<float, std::allocator<float> >::insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [21]
                0.00    0.00   10200/53548       std::vector<float, std::allocator<float> >::size() const [205]
                0.00    0.00    5100/5100        std::vector<float, std::allocator<float> >::end() [375]
-----------------------------------------------
                0.00    0.04    5100/5100        void std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [25]
[23]     7.1    0.00    0.04    5100         void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [23]
                0.00    0.04    5100/5100        float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [27]
-----------------------------------------------
                0.04    0.00    5100/5100        float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [27]
[24]     7.1    0.04    0.00    5100         __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&) [24]
-----------------------------------------------
                0.00    0.04    5100/5100        void std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [26]
[25]     7.1    0.00    0.04    5100         void std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [25]
                0.00    0.04    5100/5100        void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [23]
-----------------------------------------------
                0.00    0.04    5100/5100        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [20]
[26]     7.1    0.00    0.04    5100         void std::__uninitialized_fill_n_a<float*, unsigned long, float, float>(float*, unsigned long, float const&, std::allocator<float>&) [26]
                0.00    0.04    5100/5100        void std::uninitialized_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [25]
-----------------------------------------------
                0.00    0.04    5100/5100        void std::__uninitialized_fill_n<true>::__uninit_fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [23]
[27]     7.1    0.00    0.04    5100         float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&) [27]
                0.04    0.00    5100/5100        __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&) [24]
                0.00    0.00    5100/56098       std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [204]
-----------------------------------------------
                0.02    0.02 2009192/2009192     Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[28]     7.1    0.02    0.02 2009192         cv::Rect_<int>::tl() const [28]
                0.02    0.00 2009196/2029873     cv::Point_<int>::Point_(int, int) [33]
-----------------------------------------------
                                                 <spontaneous>
[29]     4.9    0.00    0.03                 ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>::deserialize(ros::SubscriptionCallbackHelperDeserializeParams const&) [29]
                0.00    0.02    3329/3329        boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::operator()() const [37]
                0.00    0.01    3329/3329        void ros::serialization::deserialize<nav_msgs::Odometry_<std::allocator<void> >, ros::serialization::IStream>(ros::serialization::IStream&, nav_msgs::Odometry_<std::allocator<void> >&) [64]
                0.00    0.00    3329/11756       boost::shared_ptr<std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > > >::operator=(boost::shared_ptr<std::map<std::string, std::string, std::less<std::string>, std::allocator<std::pair<std::string const, std::string> > > > const&) [38]
                0.00    0.00    3330/3330        ros::serialization::PreDeserializeParams<nav_msgs::Odometry_<std::allocator<void> > >::~PreDeserializeParams() [95]
                0.00    0.00    3330/3330        boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > >::operator=(boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > const&) [105]
                0.00    0.00    3329/23306       boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > >::~shared_ptr() [83]
                0.00    0.00    3330/3330        boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > >::operator!() const [433]
                0.00    0.00    3329/3329        ros::serialization::PreDeserialize<nav_msgs::Odometry_<std::allocator<void> > >::notify(ros::serialization::PreDeserializeParams<nav_msgs::Odometry_<std::allocator<void> > > const&) [457]
                0.00    0.00    3329/3329        boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > >::operator*() const [470]
                0.00    0.00    3329/3329        boost::shared_ptr<void const>::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > >(boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > const&, boost::detail::sp_enable_if_convertible<nav_msgs::Odometry_<std::allocator<void> >, void const>::type) [459]
                0.00    0.00    3328/3328        ros::serialization::PreDeserializeParams<nav_msgs::Odometry_<std::allocator<void> > >::PreDeserializeParams() [476]
                0.00    0.00    3328/5877        ros::serialization::IStream::IStream(unsigned char*, unsigned int) [361]
-----------------------------------------------
                0.02    0.00 5509720/5509720     Robot::laserCallback(sensor_msgs::LaserScan_<std::allocator<void> >) [4]
[30]     3.6    0.02    0.00 5509720         std::vector<float, std::allocator<float> >::operator[](unsigned long) const [30]
-----------------------------------------------
                0.02    0.00 1554607/1554607     Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[31]     3.6    0.02    0.00 1554607         unsigned char& cv::Mat::at<unsigned char>(int, int) [31]
-----------------------------------------------
                                                 <spontaneous>
[32]     3.6    0.02    0.00                 cv::Mat::Mat(int, int, int, void*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00    1504/2029873     Robot::calcHumanPose(int, Object*, Object*) [122]
                0.00    0.00    1504/2029873     _ZNK2cv6Point_IfEcvNS0_IT_EEIiEEv [123]
                0.00    0.00    2203/2029873     Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
                0.00    0.00    2203/2029873     Robot::followHuman(cv::Mat, bool) [2]
                0.00    0.00    4408/2029873     Robot::showWindow() [103]
                0.00    0.00    8855/2029873     Robot::prepWindow() [110]
                0.02    0.00 2009196/2029873     cv::Rect_<int>::tl() const [28]
[33]     3.6    0.02    0.00 2029873         cv::Point_<int>::Point_(int, int) [33]
-----------------------------------------------
                0.00    0.02    3330/3330        boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::operator()() const [37]
[34]     2.8    0.00    0.02    3330         boost::detail::function::function_obj_invoker0<ros::DefaultMessageCreator<nav_msgs::Odometry_<std::allocator<void> > >, boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::invoke(boost::detail::function::function_buffer&) [34]
                0.00    0.02    3329/3329        ros::DefaultMessageCreator<nav_msgs::Odometry_<std::allocator<void> > >::operator()() [35]
-----------------------------------------------
                0.00    0.02    3329/3329        boost::detail::function::function_obj_invoker0<ros::DefaultMessageCreator<nav_msgs::Odometry_<std::allocator<void> > >, boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::invoke(boost::detail::function::function_buffer&) [34]
[35]     2.8    0.00    0.02    3329         ros::DefaultMessageCreator<nav_msgs::Odometry_<std::allocator<void> > >::operator()() [35]
