Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00    8368/8368        float* std::copy<float*, float*>(float*, float*, float*) [247]
[178]    0.0    0.00    0.00    8368         std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) [178]
                0.00    0.00    8368/31380       std::_Iter_base<float*, false>::_S_base(float*) [119]
-----------------------------------------------
                0.00    0.00    8368/8368        float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [180]
[179]    0.0    0.00    0.00    8368         float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [179]
                0.00    0.00    8368/12552       float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [142]
-----------------------------------------------
                0.00    0.00    8368/8368        float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [183]
[180]    0.0    0.00    0.00    8368         float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [180]
                0.00    0.00   16736/16736       std::_Niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [133]
                0.00    0.00    8368/23012       std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*) [123]
                0.00    0.00    8368/8368        float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*) [179]
-----------------------------------------------
                0.00    0.00    8368/8368        float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [182]
[181]    0.0    0.00    0.00    8368         float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [181]
                0.00    0.00    8368/8368        float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [176]
-----------------------------------------------
                0.00    0.00    8368/8368        std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [177]
[182]    0.0    0.00    0.00    8368         float* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, float>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*, std::allocator<float>&) [182]
                0.00    0.00    8368/8368        float* std::uninitialized_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [181]
-----------------------------------------------
                0.00    0.00    8368/8368        float* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [176]
[183]    0.0    0.00    0.00    8368         float* std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [183]
                0.00    0.00   16736/16736       std::_Miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >) [132]
                0.00    0.00    8368/8368        float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [180]
-----------------------------------------------
                0.00    0.00     940/8315        Robot::calcHumanPose(int, Object*, Object*) [64]
                0.00    0.00    7375/8315        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[184]    0.0    0.00    0.00    8315         Object::setX(double) [184]
-----------------------------------------------
                0.00    0.00     940/8314        Robot::calcHumanPose(int, Object*, Object*) [64]
                0.00    0.00    7374/8314        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[185]    0.0    0.00    0.00    8314         Object::setY(double) [185]
-----------------------------------------------
                0.00    0.00     940/8314        Robot::calcHumanPose(int, Object*, Object*) [64]
                0.00    0.00    7374/8314        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[186]    0.0    0.00    0.00    8314         Object::setTheta(double) [186]
-----------------------------------------------
                0.00    0.00       1/8305        boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void> > >::~sp_counted_impl_pd() [918]
                0.00    0.00       1/8305        boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void> > >::~sp_counted_impl_pd() [923]
                0.00    0.00       1/8305        boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void> > >::~sp_counted_impl_pd() [913]
                0.00    0.00    1046/8305        boost::detail::sp_counted_impl_pd<sensor_msgs::LaserScan_<std::allocator<void> >*, boost::detail::sp_ms_deleter<sensor_msgs::LaserScan_<std::allocator<void> > > >::~sp_counted_impl_pd() [488]
                0.00    0.00    1414/8305        boost::detail::sp_counted_impl_pd<nav_msgs::Odometry_<std::allocator<void> >*, boost::detail::sp_ms_deleter<nav_msgs::Odometry_<std::allocator<void> > > >::~sp_counted_impl_pd() [418]
                0.00    0.00    5842/8305        boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [207]
[187]    0.0    0.00    0.00    8305         boost::detail::sp_counted_base::~sp_counted_base() [187]
-----------------------------------------------
                0.00    0.00    7375/7375        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[188]    0.0    0.00    0.00    7375         Robot::localToWorld(Pose, Pose*) [188]
-----------------------------------------------
                0.00    0.00    7374/7374        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[189]    0.0    0.00    0.00    7374         cv::Point_<float>::operator=(cv::Point_<float> const&) [189]
-----------------------------------------------
                0.00    0.00    7370/7370        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [15]
[190]    0.0    0.00    0.00    7370         cv::Rect_<int>::Rect_(cv::Rect_<int> const&) [190]
-----------------------------------------------
                0.00    0.00    7322/7322        void ros::serialization::deserialize<float, ros::serialization::IStream>(ros::serialization::IStream&, float&) [192]
[191]    0.0    0.00    0.00    7322         void ros::serialization::Serializer<float>::read<ros::serialization::IStream>(ros::serialization::IStream&, float&) [191]
-----------------------------------------------
                0.00    0.00    7322/7322        void ros::serialization::Serializer<sensor_msgs::LaserScan_<std::allocator<void> > >::allInOne<ros::serialization::IStream, sensor_msgs::LaserScan_<std::allocator<void> >&>(ros::serialization::IStream&, sensor_msgs::LaserScan_<std::allocator<void> >&) [13]
[192]    0.0    0.00    0.00    7322         void ros::serialization::deserialize<float, ros::serialization::IStream>(ros::serialization::IStream&, float&) [192]
                0.00    0.00    7322/7322        void ros::serialization::Serializer<float>::read<ros::serialization::IStream>(ros::serialization::IStream&, float&) [191]
-----------------------------------------------
                0.00    0.00    1046/7322        boost::detail::sp_if_not_array<sensor_msgs::LaserScan_<std::allocator<void> > >::type boost::make_shared<sensor_msgs::LaserScan_<std::allocator<void> > >() [56]
                0.00    0.00    1046/7322        ros::serialization::PreDeserializeParams<sensor_msgs::LaserScan_<std::allocator<void> > >::~PreDeserializeParams() [459]
                0.00    0.00    1046/7322        ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>::deserialize(ros::SubscriptionCallbackHelperDeserializeParams const&) [11]
                0.00    0.00    1046/7322        ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::~MessageEvent() [456]
                0.00    0.00    1046/7322        boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::operator=(boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > const&) [474]
                0.00    0.00    1046/7322        ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::MessageEvent(ros::MessageEvent<void const> const&, boost::function<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > ()> const&) [63]
                0.00    0.00    1046/7322        boost::disable_if<boost::is_void<sensor_msgs::LaserScan_<std::allocator<void> > const>, boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > const> >::type ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::copyMessageIfNecessary<sensor_msgs::LaserScan_<std::allocator<void> > const>() const [495]
[193]    0.0    0.00    0.00    7322         boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > >::~shared_ptr() [193]
                0.00    0.00    7321/51981       boost::detail::shared_count::~shared_count() [98]
-----------------------------------------------
                0.00    0.00    2828/7070        tf::Quaternion::dot(tf::Quaternion const&) const [272]
                0.00    0.00    4242/7070        tf::Matrix3x3::setRotation(tf::Quaternion const&) [367]
[194]    0.0    0.00    0.00    7070         tf::QuadWord::y() const [194]
-----------------------------------------------
                0.00    0.00       3/6731        __static_initialization_and_destruction_0(int, int) [66]
                0.00    0.00    6728/6731        cv::Scalar_<double>::all(double) [198]
[195]    0.0    0.00    0.00    6731         cv::Scalar_<double>::Scalar_(double, double, double, double) [195]
                0.00    0.00    6730/6730        cv::Vec<double, 4>::Vec() [196]
-----------------------------------------------
                0.00    0.00    6730/6730        cv::Scalar_<double>::Scalar_(double, double, double, double) [195]
[196]    0.0    0.00    0.00    6730         cv::Vec<double, 4>::Vec() [196]
                0.00    0.00    6729/6729        cv::Matx<double, 4, 1>::Matx() [197]
-----------------------------------------------
                0.00    0.00    6729/6729        cv::Vec<double, 4>::Vec() [196]
[197]    0.0    0.00    0.00    6729         cv::Matx<double, 4, 1>::Matx() [197]
-----------------------------------------------
                0.00    0.00       3/6725        __static_initialization_and_destruction_0(int, int) [66]
                0.00    0.00    1044/6725        Robot::changeToPicture(int, double, double, double) [32]
                0.00    0.00    5678/6725        cv::morphologyDefaultBorderValue() [208]
[198]    0.0    0.00    0.00    6725         cv::Scalar_<double>::all(double) [198]
                0.00    0.00    6728/6731        cv::Scalar_<double>::Scalar_(double, double, double, double) [195]
-----------------------------------------------
                0.00    0.00    1414/6644        nav_msgs::Odometry_<std::allocator<void> >::~Odometry_() [428]
                0.00    0.00    5230/6644        sensor_msgs::LaserScan_<std::allocator<void> >::~LaserScan_() [216]
[199]    0.0    0.00    0.00    6644         std_msgs::Header_<std::allocator<void> >::~Header_() [199]
                0.00    0.00    6644/11565       ros::Time::~Time() [149]
-----------------------------------------------
                0.00    0.00    2092/6276        std::vector<float, std::allocator<float> >::end() [329]
                0.00    0.00    4184/6276        std::vector<float, std::allocator<float> >::begin() [241]
[200]    0.0    0.00    0.00    6276         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [200]
-----------------------------------------------
                0.00    0.00     939/6130        main [8]
                0.00    0.00    2373/6130        void ros::Publisher::publish<std_msgs::String_<std::allocator<void> > >(std_msgs::String_<std::allocator<void> > const&) const [613]
                0.00    0.00    2818/6130        void ros::Publisher::publish<geometry_msgs::Twist_<std::allocator<void> > >(geometry_msgs::Twist_<std::allocator<void> > const&) const [534]
[201]    0.0    0.00    0.00    6130         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [201]
-----------------------------------------------
                0.00    0.00    5937/5937        boost::detail::sp_counted_base::release() [115]
[202]    0.0    0.00    0.00    5937         boost::detail::sp_counted_base::weak_release() [202]
                0.00    0.00    5930/5930        boost::detail::sp_counted_base::destroy() [203]
                0.00    0.00    5927/123124      boost::detail::atomic_exchange_and_add(int*, int) [89]
-----------------------------------------------
                0.00    0.00    5930/5930        boost::detail::sp_counted_base::weak_release() [202]
[203]    0.0    0.00    0.00    5930         boost::detail::sp_counted_base::destroy() [203]
                0.00    0.00    5840/5840        boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [206]
                0.00    0.00    1414/1414        boost::detail::sp_counted_impl_pd<nav_msgs::Odometry_<std::allocator<void> >*, boost::detail::sp_ms_deleter<nav_msgs::Odometry_<std::allocator<void> > > >::~sp_counted_impl_pd() [417]
                0.00    0.00    1046/1046        boost::detail::sp_counted_impl_pd<sensor_msgs::LaserScan_<std::allocator<void> >*, boost::detail::sp_ms_deleter<sensor_msgs::LaserScan_<std::allocator<void> > > >::~sp_counted_impl_pd() [487]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void> > >::~sp_counted_impl_pd() [917]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void> > >::~sp_counted_impl_pd() [912]
                0.00    0.00       1/1           boost::detail::sp_counted_impl_pd<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>*, boost::detail::sp_ms_deleter<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void> > >::~sp_counted_impl_pd() [922]
-----------------------------------------------
                0.00    0.00    5847/5847        boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::dispose() [254]
[204]    0.0    0.00    0.00    5847         boost::checked_array_deleter<unsigned char>::operator()(unsigned char*) const [204]
                0.00    0.00    5844/5844        void boost::checked_array_delete<unsigned char>(unsigned char*) [205]
-----------------------------------------------
                0.00    0.00    5844/5844        boost::checked_array_deleter<unsigned char>::operator()(unsigned char*) const [204]
[205]    0.0    0.00    0.00    5844         void boost::checked_array_delete<unsigned char>(unsigned char*) [205]
-----------------------------------------------
                0.00    0.00    5840/5840        boost::detail::sp_counted_base::destroy() [203]
[206]    0.0    0.00    0.00    5840         boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [206]
                0.00    0.00    5837/5837        boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [207]
-----------------------------------------------
                0.00    0.00    5837/5837        boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [206]
[207]    0.0    0.00    0.00    5837         boost::detail::sp_counted_impl_pd<unsigned char*, boost::checked_array_deleter<unsigned char> >::~sp_counted_impl_pd() [207]
                0.00    0.00    5842/8305        boost::detail::sp_counted_base::~sp_counted_base() [187]
-----------------------------------------------
                0.00    0.00    1878/5677        Robot::showWindow() [33]
                0.00    0.00    3799/5677        Robot::prepWindow() [509]
[208]    0.0    0.00    0.00    5677         cv::morphologyDefaultBorderValue() [208]
                0.00    0.00    5678/6725        cv::Scalar_<double>::all(double) [198]
-----------------------------------------------
                0.00    0.00    1414/5658        boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::move_assign(boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >&) [232]
                0.00    0.00    4244/5658        boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::~function0() [229]
[209]    0.0    0.00    0.00    5658         boost::function0<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > >::clear() [209]
                0.00    0.00    1416/11606       boost::function_base::has_trivial_copy_and_destroy() const [147]
-----------------------------------------------
                0.00    0.00    5656/5656        tf::Matrix3x3::getEulerYPR(double&, double&, double&, unsigned int) const [429]
[210]    0.0    0.00    0.00    5656         tfAtan2(double, double) [210]
-----------------------------------------------
                0.00    0.00    2828/5656        tf::Quaternion::dot(tf::Quaternion const&) const [272]
                0.00    0.00    2828/5656        tf::Matrix3x3::setRotation(tf::Quaternion const&) [367]
[211]    0.0    0.00    0.00    5656         tf::QuadWord::z() const [211]
-----------------------------------------------
                0.00    0.00    5604/5604        unsigned int ros::serialization::serializationLength<double>(double const&) [213]
[212]    0.0    0.00    0.00    5604         ros::serialization::Serializer<double>::serializedLength(double const&) [212]
-----------------------------------------------
                0.00    0.00    5603/5603        void ros::serialization::Serializer<geometry_msgs::Vector3_<std::allocator<void> > >::allInOne<ros::serialization::LStream, geometry_msgs::Vector3_<std::allocator<void> > const&>(ros::serialization::LStream&, geometry_msgs::Vector3_<std::allocator<void> > const&) [340]
[213]    0.0    0.00    0.00    5603         unsigned int ros::serialization::serializationLength<double>(double const&) [213]
                0.00    0.00    5604/5604        ros::serialization::Serializer<double>::serializedLength(double const&) [212]
-----------------------------------------------
                0.00    0.00    5601/5601        void ros::serialization::Serializer<geometry_msgs::Vector3_<std::allocator<void> > >::allInOne<ros::serialization::OStream, geometry_msgs::Vector3_<std::allocator<void> > const&>(ros::serialization::OStream&, geometry_msgs::Vector3_<std::allocator<void> > const&) [341]
[214]    0.0    0.00    0.00    5601         void ros::serialization::serialize<double, ros::serialization::OStream>(ros::serialization::OStream&, double const&) [214]
                0.00    0.00    5600/5600        void ros::serialization::Serializer<double>::write<ros::serialization::OStream>(ros::serialization::OStream&, double) [215]
-----------------------------------------------
                0.00    0.00    5600/5600        void ros::serialization::serialize<double, ros::serialization::OStream>(ros::serialization::OStream&, double const&) [214]
[215]    0.0    0.00    0.00    5600         void ros::serialization::Serializer<double>::write<ros::serialization::OStream>(ros::serialization::OStream&, double) [215]
-----------------------------------------------
                0.00    0.00    1046/5230        void boost::_bi::list2<boost::_bi::value<Robot*>, boost::arg<1> >::operator()<boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&> >(boost::_bi::type<void>, boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >&, boost::_bi::list1<sensor_msgs::LaserScan_<std::allocator<void> >&>&, int) [3]
                0.00    0.00    1046/5230        boost::_mfi::mf1<void, Robot, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(Robot*, sensor_msgs::LaserScan_<std::allocator<void> >) const [6]
                0.00    0.00    1046/5230        boost::detail::sp_ms_deleter<sensor_msgs::LaserScan_<std::allocator<void> > >::destroy() [318]
                0.00    0.00    1046/5230        ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>::call(ros::SubscriptionCallbackHelperCallParams&) [1]
                0.00    0.00    1046/5230        boost::function1<void, sensor_msgs::LaserScan_<std::allocator<void> > >::operator()(sensor_msgs::LaserScan_<std::allocator<void> >) const [7]
[216]    0.0    0.00    0.00    5230         sensor_msgs::LaserScan_<std::allocator<void> >::~LaserScan_() [216]
                0.00    0.00   10460/10460       std::vector<float, std::allocator<float> >::~vector() [158]
                0.00    0.00    5230/6644        std_msgs::Header_<std::allocator<void> >::~Header_() [199]
-----------------------------------------------
                0.00    0.00    1045/5229        ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::~MessageEvent() [456]
                0.00    0.00    1046/5229        ros::ParameterAdapter<sensor_msgs::LaserScan_<std::allocator<void> > >::getParameter(ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const> const&) [460]
                0.00    0.00    1046/5229        boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > const>::operator=(boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > const> const&) [468]
                0.00    0.00    2092/5229        ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::MessageEvent(ros::MessageEvent<void const> const&, boost::function<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > ()> const&) [63]
[217]    0.0    0.00    0.00    5229         boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > const>::~shared_ptr() [217]
                0.00    0.00    5229/51981       boost::detail::shared_count::~shared_count() [98]
-----------------------------------------------
                0.00    0.00    2373/5193        void ros::Publisher::publish<std_msgs::String_<std::allocator<void> > >(std_msgs::String_<std::allocator<void> > const&) const [613]
                0.00    0.00    2820/5193        void ros::Publisher::publish<geometry_msgs::Twist_<std::allocator<void> > >(geometry_msgs::Twist_<std::allocator<void> > const&) const [534]
[218]    0.0    0.00    0.00    5193         boost::shared_ptr<ros::Publisher::Impl>::operator->() const [218]
-----------------------------------------------
                0.00    0.00       3/5133        ros::SubscribeOptions::~SubscribeOptions() [723]
                0.00    0.00       4/5133        ros::AdvertiseOptions::~AdvertiseOptions() [721]
                0.00    0.00    1046/5133        ros::MessageEvent<sensor_msgs::LaserScan_<std::allocator<void> > const>::MessageEvent(ros::MessageEvent<void const> const&, boost::function<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > ()> const&) [63]
                0.00    0.00    1414/5133        ros::MessageEvent<nav_msgs::Odometry_<std::allocator<void> > const>::MessageEvent(ros::MessageEvent<void const> const&, boost::function<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > ()> const&) [60]
                0.00    0.00    2666/5133        ros::SerializedMessage::~SerializedMessage() [345]
[219]    0.0    0.00    0.00    5133         boost::shared_ptr<void const>::~shared_ptr() [219]
                0.00    0.00    5133/51981       boost::detail::shared_count::~shared_count() [98]
-----------------------------------------------
                0.00    0.00       1/4926        boost::detail::sp_if_not_array<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void> >::type boost::make_shared<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>, boost::function<void (sensor_msgs::LaserScan_<std::allocator<void> >)>, boost::function<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > ()> >(boost::function<void (sensor_msgs::LaserScan_<std::allocator<void> >)> const&, boost::function<boost::shared_ptr<sensor_msgs::LaserScan_<std::allocator<void> > > ()> const&) [856]
                0.00    0.00       1/4926        boost::detail::sp_if_not_array<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void> >::type boost::make_shared<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>, boost::function<void (boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&)>, boost::function<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > ()> >(boost::function<void (boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&)> const&, boost::function<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > > ()> const&) [858]
                0.00    0.00       1/4926        boost::detail::sp_if_not_array<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void> >::type boost::make_shared<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void>, boost::function<void (std_msgs::String_<std::allocator<void> >)>, boost::function<boost::shared_ptr<std_msgs::String_<std::allocator<void> > > ()> >(boost::function<void (std_msgs::String_<std::allocator<void> >)> const&, boost::function<boost::shared_ptr<std_msgs::String_<std::allocator<void> > > ()> const&) [857]
                0.00    0.00       1/4926        void boost::detail::sp_deleter_construct<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>, ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void> >(boost::shared_ptr<ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void> >*, ros::SubscriptionCallbackHelperT<sensor_msgs::LaserScan_<std::allocator<void> >, void>*) [924]
                0.00    0.00       1/4926        void boost::detail::sp_deleter_construct<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>, ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void> >(boost::shared_ptr<ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void> >*, ros::SubscriptionCallbackHelperT<boost::shared_ptr<nav_msgs::Odometry_<std::allocator<void> > const> const&, void>*) [926]
                0.00    0.00       1/4926        void boost::detail::sp_deleter_construct<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void>, ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void> >(boost::shared_ptr<ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void> >*, ros::SubscriptionCallbackHelperT<std_msgs::String_<std::allocator<void> >, void>*) [925]
                0.00    0.00    1046/4926        boost::detail::sp_if_not_array<sensor_msgs::LaserScan_<std::allocator<void> > >::type boost::make_shared<sensor_msgs::LaserScan_<std::allocator<void> > >() [56]
